Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
WD-REC-01272,Workday,RECRUITING,Requisition,Retail,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Update Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01273,Workday,RECRUITING,Requisition,Retail,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Review Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01274,Workday,RECRUITING,Requisition,Retail,Budget -> Expense -> Journal -> Dashboard,Performance,Export Retail Workday Requisition,Workday access is provisioned and Retail test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01275,Workday,RECRUITING,Requisition,Healthcare,Requisition -> Offer -> Hire -> Onboard -> Payroll,Workflow,Submit Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01276,Workday,RECRUITING,Requisition,Healthcare,Employee Life Event -> Benefits -> Payroll -> Reporting,Integration,Update Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01277,Workday,RECRUITING,Requisition,Healthcare,Expense Submit -> Approval -> Accounting -> Reimbursement,Integration,Sync Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01278,Workday,RECRUITING,Requisition,Healthcare,Supplier Invoice -> Matching -> Approval -> Payment,Data Migration,Approve Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01279,Workday,RECRUITING,Requisition,Healthcare,Integration Load -> Validate -> Error Handling -> Reprocess,Mobile,Validate Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01280,Workday,RECRUITING,Requisition,Healthcare,Recruiting -> Hire -> Onboard -> Time -> Payroll,Mobile,Import Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01281,Workday,RECRUITING,Requisition,Healthcare,Budget -> Expense -> Journal -> Dashboard,Security,Reject Healthcare Workday Requisition,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01282,Workday,RECRUITING,Requisition,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,Mobile,Route Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01283,Workday,RECRUITING,Requisition,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,Functional,Approve Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01284,Workday,RECRUITING,Requisition,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Performance,Route Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01285,Workday,RECRUITING,Requisition,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Review Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01286,Workday,RECRUITING,Requisition,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,Mobile,Submit Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01287,Workday,RECRUITING,Requisition,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,Data Migration,Submit Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01288,Workday,RECRUITING,Requisition,Manufacturing,Budget -> Expense -> Journal -> Dashboard,Functional,Import Manufacturing Workday Requisition,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01289,Workday,RECRUITING,Requisition,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,Integration,Close Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01290,Workday,RECRUITING,Requisition,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,Regression,Create Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01291,Workday,RECRUITING,Requisition,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,Workflow,Edit Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01292,Workday,RECRUITING,Requisition,Education,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Review Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01293,Workday,RECRUITING,Requisition,Education,Integration Load -> Validate -> Error Handling -> Reprocess,Accessibility,Create Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01294,Workday,RECRUITING,Requisition,Education,Recruiting -> Hire -> Onboard -> Time -> Payroll,Mobile,Edit Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Performance,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01295,Workday,RECRUITING,Requisition,Education,Budget -> Expense -> Journal -> Dashboard,Accessibility,Submit Education Workday Requisition,Workday access is provisioned and Education test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01296,Workday,RECRUITING,Requisition,Nonprofit,Requisition -> Offer -> Hire -> Onboard -> Payroll,Regression,Review Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01297,Workday,RECRUITING,Requisition,Nonprofit,Employee Life Event -> Benefits -> Payroll -> Reporting,Accessibility,Route Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01298,Workday,RECRUITING,Requisition,Nonprofit,Expense Submit -> Approval -> Accounting -> Reimbursement,Integration,Update Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01299,Workday,RECRUITING,Requisition,Nonprofit,Supplier Invoice -> Matching -> Approval -> Payment,Performance,Route Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01300,Workday,RECRUITING,Requisition,Nonprofit,Integration Load -> Validate -> Error Handling -> Reprocess,Accessibility,Close Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01301,Workday,RECRUITING,Requisition,Nonprofit,Recruiting -> Hire -> Onboard -> Time -> Payroll,Functional,Review Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01302,Workday,RECRUITING,Requisition,Nonprofit,Budget -> Expense -> Journal -> Dashboard,Mobile,Export Nonprofit Workday Requisition,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01303,Workday,RECRUITING,Requisition,Financial Services,Requisition -> Offer -> Hire -> Onboard -> Payroll,Security,Edit Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01304,Workday,RECRUITING,Requisition,Financial Services,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Create Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01305,Workday,RECRUITING,Requisition,Financial Services,Expense Submit -> Approval -> Accounting -> Reimbursement,UI,Approve Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01306,Workday,RECRUITING,Requisition,Financial Services,Supplier Invoice -> Matching -> Approval -> Payment,Mobile,Route Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01307,Workday,RECRUITING,Requisition,Financial Services,Integration Load -> Validate -> Error Handling -> Reprocess,Accessibility,Route Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01308,Workday,RECRUITING,Requisition,Financial Services,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Close Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01309,Workday,RECRUITING,Requisition,Financial Services,Budget -> Expense -> Journal -> Dashboard,Integration,Export Financial Services Workday Requisition,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01310,Workday,RECRUITING,Requisition,Technology,Requisition -> Offer -> Hire -> Onboard -> Payroll,Accessibility,Create Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01311,Workday,RECRUITING,Requisition,Technology,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Review Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01312,Workday,RECRUITING,Requisition,Technology,Expense Submit -> Approval -> Accounting -> Reimbursement,Security,Reject Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01313,Workday,RECRUITING,Requisition,Technology,Supplier Invoice -> Matching -> Approval -> Payment,Mobile,Sync Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01314,Workday,RECRUITING,Requisition,Technology,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Update Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01315,Workday,RECRUITING,Requisition,Technology,Recruiting -> Hire -> Onboard -> Time -> Payroll,Functional,Create Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01316,Workday,RECRUITING,Requisition,Technology,Budget -> Expense -> Journal -> Dashboard,UI,Validate Technology Workday Requisition,Workday access is provisioned and Technology test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01317,Workday,RECRUITING,Requisition,Public Sector,Requisition -> Offer -> Hire -> Onboard -> Payroll,Mobile,Close Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01318,Workday,RECRUITING,Requisition,Public Sector,Employee Life Event -> Benefits -> Payroll -> Reporting,Functional,Create Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01319,Workday,RECRUITING,Requisition,Public Sector,Expense Submit -> Approval -> Accounting -> Reimbursement,UI,Export Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01320,Workday,RECRUITING,Requisition,Public Sector,Supplier Invoice -> Matching -> Approval -> Payment,Regression,Create Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01321,Workday,RECRUITING,Requisition,Public Sector,Integration Load -> Validate -> Error Handling -> Reprocess,Regression,Approve Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01322,Workday,RECRUITING,Requisition,Public Sector,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Create Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01323,Workday,RECRUITING,Requisition,Public Sector,Budget -> Expense -> Journal -> Dashboard,UI,Create Public Sector Workday Requisition,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Requisition.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01324,Workday,RECRUITING,Requisition,Hospitality,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Create Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01325,Workday,RECRUITING,Requisition,Hospitality,Employee Life Event -> Benefits -> Payroll -> Reporting,Integration,Create Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-01326,Workday,RECRUITING,Requisition,Hospitality,Expense Submit -> Approval -> Accounting -> Reimbursement,Data Migration,Approve Hospitality Workday Requisition,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
