Test Case ID,Cloud,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-SA-03767,Sales,Campaign,Insurance,Account -> Contact -> Opp -> Close Won,UI,Edit Insurance Sales Campaign,User has Sales access and Insurance data is configured,"1. Navigate to Campaign.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Edit and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Integration
SF-SA-03768,Sales,Campaign,Insurance,Account -> Contact -> Opp -> Close Won,Performance,Delete Insurance Sales Campaign,User has Sales access and Insurance data is configured,"1. Navigate to Campaign.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Delete and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,UI
SF-SA-03769,Sales,Campaign,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Functional,Validate Education Sales Campaign,User has Sales access and Education data is configured,"1. Navigate to Campaign.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Validate and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Regression
SF-SA-03770,Sales,Campaign,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Functional,Close Education Sales Campaign,User has Sales access and Education data is configured,"1. Navigate to Campaign.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Close and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Integration
SF-SA-03771,Sales,Campaign,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,Performance,Bulk Edit Education Sales Campaign,User has Sales access and Education data is configured,"1. Navigate to Campaign.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Bulk Edit and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Integration
SF-SA-03772,Sales,Campaign,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,Regression,Close Education Sales Campaign,User has Sales access and Education data is configured,"1. Navigate to Campaign.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Close and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,UI
SF-SA-03773,Sales,Campaign,Education,Account -> Contact -> Opp -> Close Won,Functional,Clone Education Sales Campaign,User has Sales access and Education data is configured,"1. Navigate to Campaign.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Clone and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Regression
SF-SA-03774,Sales,Campaign,Education,Account -> Contact -> Opp -> Close Won,Regression,Archive Education Sales Campaign,User has Sales access and Education data is configured,"1. Navigate to Campaign.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Archive and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Performance
SF-SA-03775,Sales,Campaign,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Integration,Approve Healthcare Sales Campaign,User has Sales access and Healthcare data is configured,"1. Navigate to Campaign.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Approve and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,UI
SF-SA-03776,Sales,Campaign,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Performance,Create Healthcare Sales Campaign,User has Sales access and Healthcare data is configured,"1. Navigate to Campaign.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Create and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Performance
SF-SA-03777,Sales,Campaign,Healthcare,Campaign -> Lead -> Conversion -> Opp -> Revenue,UI,Archive Healthcare Sales Campaign,User has Sales access and Healthcare data is configured,"1. Navigate to Campaign.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Archive and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Performance
SF-SA-03778,Sales,Campaign,Healthcare,Campaign -> Lead -> Conversion -> Opp -> Revenue,Accessibility,Sync Healthcare Sales Campaign,User has Sales access and Healthcare data is configured,"1. Navigate to Campaign.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Sync and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Accessibility
SF-SA-03779,Sales,Campaign,Healthcare,Account -> Contact -> Opp -> Close Won,UI,Update Healthcare Sales Campaign,User has Sales access and Healthcare data is configured,"1. Navigate to Campaign.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Update and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Mobile
SF-SA-03780,Sales,Campaign,Healthcare,Account -> Contact -> Opp -> Close Won,Regression,Approve Healthcare Sales Campaign,User has Sales access and Healthcare data is configured,"1. Navigate to Campaign.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Approve and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Security
SF-SA-03781,Sales,Quote,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Update Retail Banking Sales Quote,User has Sales access and Retail Banking data is configured,"1. Navigate to Quote.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Update and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Security
SF-SA-03782,Sales,Quote,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Clone Retail Banking Sales Quote,User has Sales access and Retail Banking data is configured,"1. Navigate to Quote.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Clone and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Accessibility
SF-SA-03783,Sales,Quote,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Regression,Archive Retail Banking Sales Quote,User has Sales access and Retail Banking data is configured,"1. Navigate to Quote.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Archive and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Performance
SF-SA-03784,Sales,Quote,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Functional,Validate Retail Banking Sales Quote,User has Sales access and Retail Banking data is configured,"1. Navigate to Quote.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Validate and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Security
SF-SA-03785,Sales,Quote,Retail Banking,Account -> Contact -> Opp -> Close Won,Integration,Export Retail Banking Sales Quote,User has Sales access and Retail Banking data is configured,"1. Navigate to Quote.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Export and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Integration
SF-SA-03786,Sales,Quote,Retail Banking,Account -> Contact -> Opp -> Close Won,Regression,Validate Retail Banking Sales Quote,User has Sales access and Retail Banking data is configured,"1. Navigate to Quote.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Validate and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Mobile
SF-SA-03787,Sales,Quote,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Performance,Submit Manufacturing Sales Quote,User has Sales access and Manufacturing data is configured,"1. Navigate to Quote.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Submit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Integration
SF-SA-03788,Sales,Quote,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Functional,Search Manufacturing Sales Quote,User has Sales access and Manufacturing data is configured,"1. Navigate to Quote.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Search and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,UI
SF-SA-03789,Sales,Quote,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,Submit Manufacturing Sales Quote,User has Sales access and Manufacturing data is configured,"1. Navigate to Quote.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Submit and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Integration
SF-SA-03790,Sales,Quote,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,UI,Close Manufacturing Sales Quote,User has Sales access and Manufacturing data is configured,"1. Navigate to Quote.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Close and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Security
SF-SA-03791,Sales,Quote,Manufacturing,Account -> Contact -> Opp -> Close Won,Security,Delete Manufacturing Sales Quote,User has Sales access and Manufacturing data is configured,"1. Navigate to Quote.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Delete and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Mobile
SF-SA-03792,Sales,Quote,Manufacturing,Account -> Contact -> Opp -> Close Won,Accessibility,Archive Manufacturing Sales Quote,User has Sales access and Manufacturing data is configured,"1. Navigate to Quote.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Archive and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Mobile
SF-SA-03793,Sales,Quote,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,UI,Reassign Retail Sales Quote,User has Sales access and Retail data is configured,"1. Navigate to Quote.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Reassign and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Performance
SF-SA-03794,Sales,Quote,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Delete Retail Sales Quote,User has Sales access and Retail data is configured,"1. Navigate to Quote.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Delete and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Security
SF-SA-03795,Sales,Quote,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,Security,Archive Retail Sales Quote,User has Sales access and Retail data is configured,"1. Navigate to Quote.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Archive and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Accessibility
SF-SA-03796,Sales,Quote,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,Security,View Retail Sales Quote,User has Sales access and Retail data is configured,"1. Navigate to Quote.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform View and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Functional
SF-SA-03797,Sales,Quote,Retail,Account -> Contact -> Opp -> Close Won,Functional,Export Retail Sales Quote,User has Sales access and Retail data is configured,"1. Navigate to Quote.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Export and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Mobile
SF-SA-03798,Sales,Quote,Retail,Account -> Contact -> Opp -> Close Won,Performance,Reassign Retail Sales Quote,User has Sales access and Retail data is configured,"1. Navigate to Quote.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Reassign and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Performance
SF-SA-03799,Sales,Quote,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,UI,Update Insurance Sales Quote,User has Sales access and Insurance data is configured,"1. Navigate to Quote.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Update and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Functional
SF-SA-03800,Sales,Quote,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Performance,View Insurance Sales Quote,User has Sales access and Insurance data is configured,"1. Navigate to Quote.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform View and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,UI
SF-SA-03801,Sales,Quote,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,Security,Validate Insurance Sales Quote,User has Sales access and Insurance data is configured,"1. Navigate to Quote.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Validate and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Integration
SF-SA-03802,Sales,Quote,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,Security,Sync Insurance Sales Quote,User has Sales access and Insurance data is configured,"1. Navigate to Quote.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Sync and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,UI
SF-SA-03803,Sales,Quote,Insurance,Account -> Contact -> Opp -> Close Won,Mobile,Bulk Edit Insurance Sales Quote,User has Sales access and Insurance data is configured,"1. Navigate to Quote.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Bulk Edit and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Functional
SF-SA-03804,Sales,Quote,Insurance,Account -> Contact -> Opp -> Close Won,Security,Restore Insurance Sales Quote,User has Sales access and Insurance data is configured,"1. Navigate to Quote.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Restore and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,UI
SF-SA-03805,Sales,Quote,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,UI,Create Education Sales Quote,User has Sales access and Education data is configured,"1. Navigate to Quote.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Create and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Regression
SF-SA-03806,Sales,Quote,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Performance,Update Education Sales Quote,User has Sales access and Education data is configured,"1. Navigate to Quote.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Update and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Mobile
SF-SA-03807,Sales,Quote,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,Mobile,Delete Education Sales Quote,User has Sales access and Education data is configured,"1. Navigate to Quote.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Delete and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Accessibility
SF-SA-03808,Sales,Quote,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,UI,Restore Education Sales Quote,User has Sales access and Education data is configured,"1. Navigate to Quote.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Restore and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Integration
SF-SA-03809,Sales,Quote,Education,Account -> Contact -> Opp -> Close Won,Performance,Delete Education Sales Quote,User has Sales access and Education data is configured,"1. Navigate to Quote.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Delete and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Accessibility
SF-SA-03810,Sales,Quote,Education,Account -> Contact -> Opp -> Close Won,Mobile,Search Education Sales Quote,User has Sales access and Education data is configured,"1. Navigate to Quote.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Search and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Mobile
SF-SA-03811,Sales,Quote,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Functional,Bulk Edit Healthcare Sales Quote,User has Sales access and Healthcare data is configured,"1. Navigate to Quote.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Bulk Edit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Performance
SF-SA-03812,Sales,Quote,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Functional,Restore Healthcare Sales Quote,User has Sales access and Healthcare data is configured,"1. Navigate to Quote.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Restore and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Performance
SF-SA-03813,Sales,Quote,Healthcare,Campaign -> Lead -> Conversion -> Opp -> Revenue,Mobile,Close Healthcare Sales Quote,User has Sales access and Healthcare data is configured,"1. Navigate to Quote.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Close and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Mobile
SF-SA-03814,Sales,Quote,Healthcare,Campaign -> Lead -> Conversion -> Opp -> Revenue,Accessibility,Restore Healthcare Sales Quote,User has Sales access and Healthcare data is configured,"1. Navigate to Quote.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Restore and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,UI
SF-SA-03815,Sales,Quote,Healthcare,Account -> Contact -> Opp -> Close Won,Security,Submit Healthcare Sales Quote,User has Sales access and Healthcare data is configured,"1. Navigate to Quote.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Submit and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Integration
SF-SA-03816,Sales,Quote,Healthcare,Account -> Contact -> Opp -> Close Won,Performance,Update Healthcare Sales Quote,User has Sales access and Healthcare data is configured,"1. Navigate to Quote.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Update and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,UI
SF-SA-03817,Sales,Order,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Update Retail Banking Sales Order,User has Sales access and Retail Banking data is configured,"1. Navigate to Order.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Update and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-03818,Sales,Order,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Delete Retail Banking Sales Order,User has Sales access and Retail Banking data is configured,"1. Navigate to Order.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Delete and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Integration
SF-SA-03819,Sales,Order,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Mobile,Reject Retail Banking Sales Order,User has Sales access and Retail Banking data is configured,"1. Navigate to Order.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Reject and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Security
SF-SA-03820,Sales,Order,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,Create Retail Banking Sales Order,User has Sales access and Retail Banking data is configured,"1. Navigate to Order.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Create and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Mobile
SF-SA-03821,Sales,Order,Retail Banking,Account -> Contact -> Opp -> Close Won,Mobile,Validate Retail Banking Sales Order,User has Sales access and Retail Banking data is configured,"1. Navigate to Order.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Validate and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Security
SF-SA-03822,Sales,Order,Retail Banking,Account -> Contact -> Opp -> Close Won,UI,Sync Retail Banking Sales Order,User has Sales access and Retail Banking data is configured,"1. Navigate to Order.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Sync and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Performance
SF-SA-03823,Sales,Order,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Security,View Manufacturing Sales Order,User has Sales access and Manufacturing data is configured,"1. Navigate to Order.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform View and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Security
SF-SA-03824,Sales,Order,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Bulk Edit Manufacturing Sales Order,User has Sales access and Manufacturing data is configured,"1. Navigate to Order.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Bulk Edit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Accessibility
SF-SA-03825,Sales,Order,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Accessibility,Update Manufacturing Sales Order,User has Sales access and Manufacturing data is configured,"1. Navigate to Order.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Update and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Integration
SF-SA-03826,Sales,Order,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,Close Manufacturing Sales Order,User has Sales access and Manufacturing data is configured,"1. Navigate to Order.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Close and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Mobile
SF-SA-03827,Sales,Order,Manufacturing,Account -> Contact -> Opp -> Close Won,Security,Update Manufacturing Sales Order,User has Sales access and Manufacturing data is configured,"1. Navigate to Order.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Update and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Functional
SF-SA-03828,Sales,Order,Manufacturing,Account -> Contact -> Opp -> Close Won,Performance,Reassign Manufacturing Sales Order,User has Sales access and Manufacturing data is configured,"1. Navigate to Order.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Reassign and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Integration
SF-SA-03829,Sales,Order,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Performance,Edit Retail Sales Order,User has Sales access and Retail data is configured,"1. Navigate to Order.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Edit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Regression
SF-SA-03830,Sales,Order,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Accessibility,Reassign Retail Sales Order,User has Sales access and Retail data is configured,"1. Navigate to Order.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Reassign and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Mobile
SF-SA-03831,Sales,Order,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,Mobile,Reassign Retail Sales Order,User has Sales access and Retail data is configured,"1. Navigate to Order.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Reassign and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,UI
SF-SA-03832,Sales,Order,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,Performance,Restore Retail Sales Order,User has Sales access and Retail data is configured,"1. Navigate to Order.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Restore and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Regression
SF-SA-03833,Sales,Order,Retail,Account -> Contact -> Opp -> Close Won,Accessibility,Submit Retail Sales Order,User has Sales access and Retail data is configured,"1. Navigate to Order.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Submit and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Security
SF-SA-03834,Sales,Order,Retail,Account -> Contact -> Opp -> Close Won,Performance,Archive Retail Sales Order,User has Sales access and Retail data is configured,"1. Navigate to Order.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Archive and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Regression
SF-SA-03835,Sales,Order,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Accessibility,Clone Insurance Sales Order,User has Sales access and Insurance data is configured,"1. Navigate to Order.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Clone and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Integration
SF-SA-03836,Sales,Order,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,UI,Edit Insurance Sales Order,User has Sales access and Insurance data is configured,"1. Navigate to Order.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Edit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Security
SF-SA-03837,Sales,Order,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,Accessibility,View Insurance Sales Order,User has Sales access and Insurance data is configured,"1. Navigate to Order.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform View and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Functional
SF-SA-03838,Sales,Order,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,Reject Insurance Sales Order,User has Sales access and Insurance data is configured,"1. Navigate to Order.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Reject and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Mobile
SF-SA-03839,Sales,Order,Insurance,Account -> Contact -> Opp -> Close Won,Integration,Bulk Edit Insurance Sales Order,User has Sales access and Insurance data is configured,"1. Navigate to Order.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Bulk Edit and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Functional
SF-SA-03840,Sales,Order,Insurance,Account -> Contact -> Opp -> Close Won,Accessibility,Create Insurance Sales Order,User has Sales access and Insurance data is configured,"1. Navigate to Order.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Create and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Accessibility
