Test Case ID,Platform,Suite,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
VV-REG-02281,Veeva,Regulatory,Submissions,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Regression,Validate Pharma Veeva Submissions,User has Veeva access and Pharma data is available,"1. Open Submissions.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02282,Veeva,Regulatory,Submissions,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Clone Pharma Veeva Submissions,User has Veeva access and Pharma data is available,"1. Open Submissions.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02283,Veeva,Regulatory,Submissions,Pharma,Author -> Review -> Sign -> Distribute -> Track,Security,Delete Pharma Veeva Submissions,User has Veeva access and Pharma data is available,"1. Open Submissions.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02284,Veeva,Regulatory,Submissions,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Functional,Archive Pharma Veeva Submissions,User has Veeva access and Pharma data is available,"1. Open Submissions.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02285,Veeva,Regulatory,Submissions,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Regression,Archive Pharma Veeva Submissions,User has Veeva access and Pharma data is available,"1. Open Submissions.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02286,Veeva,Regulatory,Submissions,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Delete Biotech Veeva Submissions,User has Veeva access and Biotech data is available,"1. Open Submissions.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02287,Veeva,Regulatory,Submissions,Biotech,Create -> Submit -> Approve -> Release -> Monitor,UI,Clone Biotech Veeva Submissions,User has Veeva access and Biotech data is available,"1. Open Submissions.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02288,Veeva,Regulatory,Submissions,Biotech,Author -> Review -> Sign -> Distribute -> Track,Accessibility,Validate Biotech Veeva Submissions,User has Veeva access and Biotech data is available,"1. Open Submissions.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02289,Veeva,Regulatory,Submissions,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Security,Edit Biotech Veeva Submissions,User has Veeva access and Biotech data is available,"1. Open Submissions.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02290,Veeva,Regulatory,Submissions,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Integration,Edit Biotech Veeva Submissions,User has Veeva access and Biotech data is available,"1. Open Submissions.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02291,Veeva,Regulatory,Submissions,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Regression,Reject Medical Devices Veeva Submissions,User has Veeva access and Medical Devices data is available,"1. Open Submissions.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02292,Veeva,Regulatory,Submissions,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Reject Medical Devices Veeva Submissions,User has Veeva access and Medical Devices data is available,"1. Open Submissions.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02293,Veeva,Regulatory,Submissions,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Data Migration,Archive Medical Devices Veeva Submissions,User has Veeva access and Medical Devices data is available,"1. Open Submissions.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02294,Veeva,Regulatory,Submissions,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Accessibility,Search Medical Devices Veeva Submissions,User has Veeva access and Medical Devices data is available,"1. Open Submissions.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02295,Veeva,Regulatory,Submissions,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Security,Approve Medical Devices Veeva Submissions,User has Veeva access and Medical Devices data is available,"1. Open Submissions.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02296,Veeva,Regulatory,Submissions,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Regression,Escalate Consumer Health Veeva Submissions,User has Veeva access and Consumer Health data is available,"1. Open Submissions.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02297,Veeva,Regulatory,Submissions,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Performance,Clone Consumer Health Veeva Submissions,User has Veeva access and Consumer Health data is available,"1. Open Submissions.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02298,Veeva,Regulatory,Submissions,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Performance,Archive Consumer Health Veeva Submissions,User has Veeva access and Consumer Health data is available,"1. Open Submissions.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02299,Veeva,Regulatory,Submissions,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,UI,Create Consumer Health Veeva Submissions,User has Veeva access and Consumer Health data is available,"1. Open Submissions.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02300,Veeva,Regulatory,Submissions,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Accessibility,Clone Consumer Health Veeva Submissions,User has Veeva access and Consumer Health data is available,"1. Open Submissions.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02301,Veeva,Regulatory,Submissions,CRO,Setup -> Review -> Approve -> Publish -> Archive,Integration,Archive CRO Veeva Submissions,User has Veeva access and CRO data is available,"1. Open Submissions.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02302,Veeva,Regulatory,Submissions,CRO,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Archive CRO Veeva Submissions,User has Veeva access and CRO data is available,"1. Open Submissions.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02303,Veeva,Regulatory,Submissions,CRO,Author -> Review -> Sign -> Distribute -> Track,Workflow,Reject CRO Veeva Submissions,User has Veeva access and CRO data is available,"1. Open Submissions.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02304,Veeva,Regulatory,Submissions,CRO,Plan -> Execute -> Verify -> Close -> Audit,Regression,Submit CRO Veeva Submissions,User has Veeva access and CRO data is available,"1. Open Submissions.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02305,Veeva,Regulatory,Submissions,CRO,Content -> Approval -> HCP Delivery -> Analytics,Functional,Delete CRO Veeva Submissions,User has Veeva access and CRO data is available,"1. Open Submissions.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02306,Veeva,Regulatory,Submissions,Manufacturing,Setup -> Review -> Approve -> Publish -> Archive,Integration,Route Manufacturing Veeva Submissions,User has Veeva access and Manufacturing data is available,"1. Open Submissions.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02307,Veeva,Regulatory,Submissions,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Archive Manufacturing Veeva Submissions,User has Veeva access and Manufacturing data is available,"1. Open Submissions.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02308,Veeva,Regulatory,Submissions,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Workflow,Escalate Manufacturing Veeva Submissions,User has Veeva access and Manufacturing data is available,"1. Open Submissions.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02309,Veeva,Regulatory,Submissions,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,Data Migration,Escalate Manufacturing Veeva Submissions,User has Veeva access and Manufacturing data is available,"1. Open Submissions.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02310,Veeva,Regulatory,Submissions,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,Performance,Approve Manufacturing Veeva Submissions,User has Veeva access and Manufacturing data is available,"1. Open Submissions.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02311,Veeva,Regulatory,Labels,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Regression,Update Pharma Veeva Labels,User has Veeva access and Pharma data is available,"1. Open Labels.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02312,Veeva,Regulatory,Labels,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Reject Pharma Veeva Labels,User has Veeva access and Pharma data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02313,Veeva,Regulatory,Labels,Pharma,Author -> Review -> Sign -> Distribute -> Track,Workflow,Create Pharma Veeva Labels,User has Veeva access and Pharma data is available,"1. Open Labels.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02314,Veeva,Regulatory,Labels,Pharma,Plan -> Execute -> Verify -> Close -> Audit,UI,Clone Pharma Veeva Labels,User has Veeva access and Pharma data is available,"1. Open Labels.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02315,Veeva,Regulatory,Labels,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Regression,Approve Pharma Veeva Labels,User has Veeva access and Pharma data is available,"1. Open Labels.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02316,Veeva,Regulatory,Labels,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Workflow,Edit Biotech Veeva Labels,User has Veeva access and Biotech data is available,"1. Open Labels.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02317,Veeva,Regulatory,Labels,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Security,Restore Biotech Veeva Labels,User has Veeva access and Biotech data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02318,Veeva,Regulatory,Labels,Biotech,Author -> Review -> Sign -> Distribute -> Track,Security,Route Biotech Veeva Labels,User has Veeva access and Biotech data is available,"1. Open Labels.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02319,Veeva,Regulatory,Labels,Biotech,Plan -> Execute -> Verify -> Close -> Audit,UI,Reject Biotech Veeva Labels,User has Veeva access and Biotech data is available,"1. Open Labels.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02320,Veeva,Regulatory,Labels,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Workflow,Approve Biotech Veeva Labels,User has Veeva access and Biotech data is available,"1. Open Labels.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02321,Veeva,Regulatory,Labels,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Workflow,Submit Medical Devices Veeva Labels,User has Veeva access and Medical Devices data is available,"1. Open Labels.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02322,Veeva,Regulatory,Labels,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Integration,Update Medical Devices Veeva Labels,User has Veeva access and Medical Devices data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02323,Veeva,Regulatory,Labels,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Integration,Clone Medical Devices Veeva Labels,User has Veeva access and Medical Devices data is available,"1. Open Labels.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02324,Veeva,Regulatory,Labels,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Functional,Reject Medical Devices Veeva Labels,User has Veeva access and Medical Devices data is available,"1. Open Labels.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02325,Veeva,Regulatory,Labels,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Functional,Create Medical Devices Veeva Labels,User has Veeva access and Medical Devices data is available,"1. Open Labels.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02326,Veeva,Regulatory,Labels,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,UI,Edit Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02327,Veeva,Regulatory,Labels,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Escalate Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02328,Veeva,Regulatory,Labels,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Security,Search Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02329,Veeva,Regulatory,Labels,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Accessibility,Update Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02330,Veeva,Regulatory,Labels,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Workflow,Clone Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02331,Veeva,Regulatory,Labels,CRO,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Update CRO Veeva Labels,User has Veeva access and CRO data is available,"1. Open Labels.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02332,Veeva,Regulatory,Labels,CRO,Create -> Submit -> Approve -> Release -> Monitor,Functional,Approve CRO Veeva Labels,User has Veeva access and CRO data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02333,Veeva,Regulatory,Labels,CRO,Author -> Review -> Sign -> Distribute -> Track,Performance,Submit CRO Veeva Labels,User has Veeva access and CRO data is available,"1. Open Labels.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02334,Veeva,Regulatory,Labels,CRO,Plan -> Execute -> Verify -> Close -> Audit,Regression,Search CRO Veeva Labels,User has Veeva access and CRO data is available,"1. Open Labels.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02335,Veeva,Regulatory,Labels,CRO,Content -> Approval -> HCP Delivery -> Analytics,Data Migration,Validate CRO Veeva Labels,User has Veeva access and CRO data is available,"1. Open Labels.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-02336,Veeva,Regulatory,Labels,Manufacturing,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Search Manufacturing Veeva Labels,User has Veeva access and Manufacturing data is available,"1. Open Labels.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
