Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SAP-00453,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00454,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00455,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00456,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00457,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00458,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00459,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00460,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00461,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00462,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00463,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00464,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00465,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00466,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00467,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00468,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00469,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00470,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00471,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00472,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00473,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00474,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00475,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00476,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00477,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00478,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00479,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00480,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00481,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00482,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00483,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00484,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00485,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00486,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00487,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00488,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00489,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00490,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00491,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00492,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00493,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00494,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00495,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00496,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00497,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00498,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00499,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00500,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00501,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00502,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00503,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00504,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00505,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00506,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00507,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00508,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00509,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00510,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00511,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00512,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00513,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00514,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00515,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00516,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00517,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00518,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00519,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00520,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00521,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00522,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00523,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00524,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00525,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00526,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00527,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00528,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00529,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00530,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00531,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00532,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00533,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00534,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00535,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00536,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00537,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00538,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00539,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00540,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00541,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00542,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00543,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00544,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00545,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00546,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00547,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00548,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00549,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00550,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00551,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00552,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00553,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00554,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00555,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00556,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00557,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00558,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00559,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00560,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00561,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00562,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00563,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00564,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00565,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00566,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00567,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00568,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00569,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00570,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00571,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00572,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00573,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00574,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00575,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00576,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00577,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00578,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00579,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00580,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00581,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00582,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00583,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00584,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00585,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00586,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00587,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00588,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00589,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00590,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00591,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00592,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00593,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00594,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00595,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00596,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00597,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00598,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00599,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00600,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00601,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00602,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
SAP-00603,SAP,Ph-II Function,Core,Corporate,Flow,UI,Review SAP Ph-II Function,Access is provisioned,"1. Open App
2. Execute Flow
3. Confirm",Completes successfully,Low,Functional
